# Auto-generated from s1disasm REV00 listing — do not edit
015C20,Sto_Index,
015C24,Sto_Var,
015C38,Sto_Main,
015C78,chkdel,
015C8A,delete,
015C90,isSBZ3,
015CB8,isSBZ12,
015CF8,chkgone,
015D0A,Sto_Action,
015D42,chkdel,
015D64,chkgone,
015D82,delete,
015D88,index,
015D94,type00,
015D96,type01,
015DB4,isactive01,
015DC2,loc_15DC2,
015DD4,noflip01,
015DE0,loc_15DE0,
015E02,type02,
015E14,isactive02,
015E1E,loc_15E1E,
015E30,noflip02,
015E3C,loc_15E3C,
015E58,type03,
015E6A,loc_15E6A,
015E7C,isactive03,
015E8E,loc_15E8E,
015EA0,noflip03,
015EAC,type04,
015EBE,loc_15EBE,
015ED0,isactive04,
015EE0,loc_15EE0,
015EF0,loc_15EF0,
015F02,noflip04,
015F0E,type05,
015F3E,loc_15F3E,
015F5C,locret_15F5C,
015F5E,loc_15F5E,
015F68,Map_Stomp,Map_Stomp_internal / current_mappings_table
015F72,door,
015F87,stomper,
015FB0,bigdoor,
015FF8,VanishPlatform,
016006,VanP_Index,
01600E,VanP_Main,
016068,loc_16068,
01607C,animate,
01608C,VanP_Vanish,VanP_Appear
0160A4,isvanishing,
0160AA,wait,
0160D6,loc_160D6,
0160F0,notsolid,
016112,display,
016116,Ani_Van,
01611A,vanish,
016122,appear,
01612A,Map_VanP,Map_VanP_internal / current_mappings_table
016132,whole,
016138,half,
01613E,quarter,
016144,gone,
016146,Electro,
016154,Elec_Index,
016158,Elec_Main,
016184,Elec_Shock,
0161A4,animate,
0161C4,display,
0161C8,Ani_Elec,
0161CC,byte_161CC,
0161D0,byte_161D0,
0161E0,Map_Elec,Map_Elec_internal / current_mappings_table
0161EC,normal,
0161F7,zap1,
016207,zap2,
016221,zap3,
016236,zap4,
016255,zap5,
01626A,SpinConvey,
016294,SpinC_Display,
01629A,loc_1629A,
0162A8,SpinC_Act1or2,
0162BC,SpinC_Delete,
0162C2,SpinC_Index,
0162C6,SpinC_Main,
016352,loc_16352,
016356,loc_16356,
01636C,loc_1636C,
016378,loc_16378,
016380,loc_16380,
01639A,loc_1639A,
0163B4,SpinC_Loop,
0163BC,SpinC_LoadPform,
0163D0,loc_163D0,
0163D8,loc_163D8,
016404,loc_16404,
016420,loc_16420,
016424,loc_16424,
016456,loc_16456,
016474,loc_16474,
016480,loc_16480,
016484,loc_16484,
01648A,Ani_SpinConvey,
01648E,spin,
0164A2,still,
0164A6,Format,SpinC_Data
0164B2,group0,baseX_0 / baseY_0
0164C6,group1,baseX_1 / baseY_1
0164DA,group2,baseX_2 / baseY_2
0164EE,group3,baseX_3 / baseY_3
016502,group4,baseX_4 / baseY_4
016516,group5,baseX_5 / baseY_5
01652A,Girder,
016538,Gird_Index,
01653C,Gird_Main,
016576,Gird_Action,
016586,beginmove,
016596,solid,
0165B6,chkdel,
0165D8,delete,
0165DE,Gird_ChgMove,
016608,settings,
016628,Map_Gird,Map_Gird_internal / current_mappings_table
01662A,girder,
016668,Teleport,
016694,delete,
01669A,Tele_Index,
0166A2,Tele_Main,
0166C8,loc_166C8,
0166E0,loc_166E0,
01670E,loc_1670E,
01675C,locret_1675C,
01675E,loc_1675E,
016796,locret_16796,
016798,loc_16798,
0167C2,loc_167C2,
0167DA,loc_167DA,
016800,loc_16800,
01681C,sub_1681C,
016830,loc_16830,
016844,loc_16844,
016866,loc_16866,
016874,loc_16874,
01687A,loc_1687A,
016898,loc_16898,
0168A6,loc_168A6,
0168AC,Tele_Data,
0168BC,type00,
0168C2,type01,
0168C8,type02,
0168E6,type03,
0168EC,type04,
01690A,type05,
016910,type06,
01692E,type07,
016934,Caterkiller,
016942,Cat_Index,
016950,locret_16950,
016952,Cat_Main,
016996,isscrapbrain,
0169CA,noflip,
0169D6,Cat_Loop,
016A32,fail,
016A40,Cat_Head,
016A7C,animate,
016A86,display,
016AAA,Cat_ChkGone,
016ABC,delete,
016AC4,Cat_Delete,
016ACA,Cat_Index2,
016ACE,wait,
016AD6,move,
016AFC,loc_16AFC,
016B02,loc_16B02,
016B1E,noflip,
016B5C,notmoving,
016B5E,loc_16B5E,
016B70,loc_16B70,
016B98,Cat_BodySeg2,
016BC0,Cat_AniBody,
016BCA,Cat_BodySeg1,
016C0C,loc_16C0C,
016C50,loc_16C50,
016C64,loc_16C64,
016C7C,delete,
016C82,display,
016C88,Cat_FragSpeed,
016C90,loc_16C90,
016C96,loc_16C96,
016CAA,loc_16CAA,
016CC0,loc_16CC0,
016CE0,loc_16CE0,
016CEE,Ani_Cat,
016D6E,Map_Cat,Map_Cat_internal / current_mappings_table
016D9E,byte_16D9E,
016DA4,byte_16DA4,
016DAA,byte_16DAA,
016DB0,byte_16DB0,
016DB6,byte_16DB6,
016DBC,byte_16DBC,
016DC2,byte_16DC2,
016DC8,byte_16DC8,
016DCE,byte_16DCE,
016DD4,byte_16DD4,
016DDA,byte_16DDA,
016DE0,byte_16DE0,
016DE6,byte_16DE6,
016DEC,byte_16DEC,
016DF2,byte_16DF2,
016DF8,byte_16DF8,
016DFE,byte_16DFE,
016E04,byte_16E04,
016E0A,byte_16E0A,
016E10,byte_16E10,
016E16,byte_16E16,
016E1C,byte_16E1C,
016E22,byte_16E22,
016E28,byte_16E28,
016E2E,Lamppost,
016E42,Lamp_Index,
016E4A,Lamp_Main,
016E9A,red,
016EAE,Lamp_Blue,
016EF2,chkhit,
016F76,fail,
016F90,donothing,
016F92,Lamp_Finish,
016F94,Lamp_Twirl,
016FA0,continue,
016FD2,Lamp_StoreInfo,
01704C,Lamp_LoadInfo,
0170E4,notlabyrinth,
0170F6,locret_170F6,
0170F8,Map_Lamp,Map_Lamp_internal / current_mappings_table
017100,blue,
01711F,poleonly,
017134,redballonly,
01713F,red,
01715E,HiddenBonus,
01716C,Bonus_Index,
017170,Bonus_Main,
0171EE,chkdel,
01720C,delete,
017212,points,
01721A,Bonus_Display,
017242,Bonus_Display_Delete,
017248,Map_Bonus,Map_Bonus_internal / current_mappings_table
017250,blank,
017251,_10000,
017257,_1000,
01725D,_100,
017264,CreditsText,
017272,Cred_Index,
017276,Cred_Main,
0172DC,Cred_Display,
0172E2,Map_Cred,Map_Cred_internal / current_mappings_table
0172F8,staff,
01733F,gameplan,
017390,program,
0173C3,character,
01743C,design,
0174A1,soundproduce,
017524,soundprogram,
017598,thanks,
017634,presentedby,
017680,tryagain,
0176A9,sonicteam,
017700,BossGreenHill,
01770E,BGHZ_Index,
017716,BGHZ_ObjData,
01771C,BGHZ_Main,
017728,BGHZ_Loop,
017730,BGHZ_LoadBoss,
017772,loc_17772,
01778A,BGHZ_ShipMain,
0177BC,BGHZ_ShipIndex,
0177CA,BGHZ_ShipStart,
0177E6,loc_177E6,
01782E,BGHZ_ShipFlash,
01783C,loc_1783C,
01784A,locret_1784A,
01784C,loc_1784C,
017860,BossDefeated,
0178A2,locret_178A2,
0178A4,BossMove,
0178CA,BGHZ_MakeBall,
017910,loc_17910,
017916,loc_17916,
01791A,BGHZ_ShipMove,
017944,BGHZ_Reverse,
017950,loc_17950,
017954,loc_17954,
017960,loc_17960,
017976,loc_17976,
01797A,loc_1797A,
017984,loc_17984,
0179AA,locret_179AA,
0179AC,loc_179AC,
0179BC,loc_179BC,
0179C2,loc_179C2,
0179DA,loc_179DA,
0179E0,loc_179E0,
0179EE,loc_179EE,
0179F6,loc_179F6,
017A10,loc_17A10,
017A16,loc_17A16,
017A1E,BGHZ_ShipDel,
017A24,BGHZ_FaceMain,
017A3E,loc_17A3E,
017A46,loc_17A46,
017A50,loc_17A50,
017A5A,loc_17A5A,
017A6E,BGHZ_FaceDisp,
017A70,BGHZ_FaceDel,
017A76,BGHZ_FlameMain,
017A96,loc_17A96,
017AA2,BGHZ_FlameDisp,
017AA4,BGHZ_FlameDel,
017AAA,BGHZ_Display,
017AE4,BossBall,
017AF2,GBall_Index,
017AFC,GBall_Main,
017B28,GBall_MakeLinks,
017B60,loc_17B60,
017B8A,GBall_MakeBall,
017BB2,GBall_PosData,
017BB8,GBall_Base,
017BC6,loc_17BC6,
017BE0,loc_17BE0,
017BFA,loc_17BFA,
017C06,GBall_Display,
017C1A,GBall_Display2,
017C2A,sub_17C2A,
017C3C,loc_17C3C,
017C66,locret_17C66,
017C68,loc_17C68,
017C7E,GBall_Display3,
017C84,GBall_ChkVanish,
017C8E,GBall_Vanish,
017CB6,GBall_Display4,
017CBC,Ani_Eggman,
017CD4,ship,
017CD8,facenormal1,
017CDC,facenormal2,
017CE0,facenormal3,
017CE4,facelaugh,
017CE8,facehit,
017CEC,facepanic,
017CF0,blank,
017CF4,flame1,
017CF8,flame2,
017CFC,facedefeat,
017D00,escapeflame,
017D0C,Map_Eggman,Map_Eggman_internal / current_mappings_table
017D26,ship,
017D45,facenormal1,
017D50,facenormal2,
017D5B,facelaugh1,
017D6B,facelaugh2,
017D7B,facehit,
017D8B,facepanic,
017D9B,facedefeat,
017DB0,flame1,
017DB6,flame2,
017DBC,blank,
017DBD,escapeflame1,
017DC8,escapeflame2,
017DD4,Map_BossItems,Map_BossItems_internal / current_mappings_table
017DE4,chainanchor1,
017DEA,chainanchor2,
017DF6,cross,
017DFC,widepipe,
017E02,pipe,
017E08,spike,
017E1E,legmask,
017E1F,boss,
017E2A,legs,
017E36,BossLabyrinth,
017E44,BossLabyrinth_Index,
017E4C,BossLabyrinth_ObjData,
017E52,BossLabyrinth_Main,
017E86,BossLabyrinth_Loop,
017EA0,BossLabyrinth_LoadBoss,
017EDA,BossLabyrinth_ShipMain,
017F0E,BossLabyrinth_ShipIndex,
017F1E,loc_17F1E,
017F38,loc_17F38,
017F48,loc_17F48,
017F70,loc_17F70,
017F7E,loc_17F7E,
017F8C,locret_17F8C,
017F8E,loc_17F8E,
017F92,loc_17F92,
017FA0,loc_17FA0,
017FB6,loc_17FB6,
017FCA,loc_17FCA,
017FDC,loc_17FDC,
017FE0,loc_17FE0,
017FF6,loc_17FF6,
01800A,loc_1800A,
01801A,loc_1801A,
01801E,loc_1801E,
018046,loc_18046,
01804E,loc_1804E,
01806C,loc_1806C,
0180A2,loc_180A2,
0180AE,loc_180AE,
0180BC,loc_180BC,
0180D2,loc_180D2,
0180E6,loc_180E6,
0180F2,loc_180F2,
0180F6,loc_180F6,
018112,loc_18112,
018126,loc_18126,
01812A,loc_1812A,
018136,loc_18136,
01814E,loc_1814E,
018152,loc_18152,
018160,loc_18160,
018166,loc_18166,
01816A,BossLabyrinth_ShipDel,
018170,BossLabyrinth_FaceMain,
01818C,loc_1818C,
018196,loc_18196,
0181A0,loc_181A0,
0181B6,loc_181B6,
0181B8,BossLabyrinth_FaceDel,
0181BE,BossLabyrinth_FlameMain,
0181F0,loc_181F0,
0181F2,BossLabyrinth_FlameDel,
0181F8,BossLabyrinth_Display,
018230,BossMarble,
01823E,BossMarble_Index,
018248,BossMarble_ObjData,
018254,BossMarble_Main,
018276,BossMarble_Loop,
018290,BossMarble_LoadBoss,
0182C8,BossMarble_ShipMain,
0182F8,BossMarble_ShipIndex,
018302,loc_18302,
018334,loc_18334,
01833E,loc_1833E,
018374,loc_18374,
018382,loc_18382,
018390,locret_18390,
018392,loc_18392,
0183AA,loc_183AA,
0183C2,off_183C2,
0183CA,loc_183CA,
0183DE,loc_183DE,
0183E6,loc_183E6,
0183FE,loc_183FE,
01840E,BossMarble_MakeLava,
01844A,loc_1844A,
01845C,loc_1845C,
018474,loc_18474,
018482,loc_18482,
018498,loc_18498,
01849C,locret_1849C,
01849E,BossMarble_MakeLava2,
0184EA,loc_184EA,
0184F4,locret_184F4,
0184F6,loc_184F6,
018500,loc_18500,
01852A,locret_1852A,
01852C,loc_1852C,
018544,loc_18544,
01854E,loc_1854E,
018566,loc_18566,
01856C,loc_1856C,
01857A,loc_1857A,
018582,loc_18582,
01859C,loc_1859C,
0185A2,loc_185A2,
0185AA,BossMarble_ShipDel,
0185B0,BossMarble_FaceMain,
0185D2,loc_185D2,
0185DA,loc_185DA,
0185E4,loc_185E4,
0185EE,loc_185EE,
018602,loc_18602,
018604,BossMarble_FaceDel,
01860A,BossMarble_FlameMain,
01862A,loc_1862A,
018636,loc_18636,
018638,BossMarble_FlameDel,
01863E,BossMarble_Display,
01864A,loc_1864A,
018676,BossMarble_TubeMain,
018688,loc_18688,
01869E,BossMarble_TubeDel,
0186A4,BossFire,
0186B8,BossFire_Index,
0186C0,BossFire_Main,
01870A,loc_1870A,
01871A,BossFire_Action,
018744,BossFire_Delete,
01874A,BossFire_Index2,
018752,BossFire_Drop,
018780,locret_18780,
018782,BossFire_MakeFlame,
0187B6,BossFire_Loop,
0187CA,loc_187CA,
0187D0,BossFire_Duplicate2,
0187EE,locret_187EE,
0187F0,BossFire_Duplicate,
01881E,loc_1881E,
018826,loc_18826,
01882C,loc_1882C,
018832,BossFire_FallEdge,
01884A,loc_1884A,
018856,loc_18856,
01887E,locret_1887E,
018880,BossFire_Delete2,
018886,loc_18886,
0188A0,BossFire_Animate,
0188AC,BossFire_Delete3,
0188B2,BossStarLight_Delete,
0188B8,BossStarLight,
0188C6,BossStarLight_Index,
0188D0,BossStarLight_ObjData,
0188DC,BossStarLight_Main,
01890A,BossStarLight_Loop,
018924,BossStarLight_LoadBoss,
01895C,loc_1895C,
018968,loc_18968,
018974,loc_18974,
01897C,BossStarLight_ShipMain,
0189AC,BossStarLight_ShipIndex,
0189B8,loc_189B8,
0189CA,loc_189CA,
0189EE,loc_189EE,
0189FE,loc_189FE,
018A28,loc_18A28,
018A36,loc_18A36,
018A44,locret_18A44,
018A46,loc_18A46,
018A5E,loc_18A5E,
018A7C,loc_18A7C,
018A82,loc_18A82,
018A88,loc_18A88,
018A9E,loc_18A9E,
018AB4,loc_18AB4,
018AC0,loc_18AC0,
018AD2,BossStarLight_MakeBall,
018AFA,loc_18AFA,
018B36,loc_18B36,
018B40,loc_18B40,
018B48,loc_18B48,
018B52,loc_18B52,
018B7C,loc_18B7C,
018B80,loc_18B80,
018B90,loc_18B90,
018B96,loc_18B96,
018BAE,loc_18BAE,
018BB4,loc_18BB4,
018BC2,loc_18BC2,
018BC6,loc_18BC6,
018BE0,loc_18BE0,
018BE8,loc_18BE8,
018BF0,BossStarLight_FaceMain,
018C06,loc_18C06,
018C10,loc_18C10,
018C1A,loc_18C1A,
018C32,loc_18C32,
018C34,BossStarLight_FlameMain,
018C56,loc_18C56,
018C6C,loc_18C6C,
018C78,loc_18C78,
018CA4,BossStarLight_TubeMain,
018CB8,loc_18CB8,
018CCE,BossSpikeball,
018D04,BossSpikeball_Index,
018D10,BossSpikeball_Main,
018D68,loc_18D68,
018D6C,BossSpikeball_Fall,
018D8E,loc_18D8E,
018DAE,loc_18DAE,
018DC4,locret_18DC4,
018DC6,loc_18DC6,
018DDA,loc_18DDA,
018E00,loc_18E00,
018E16,loc_18E16,
018E2A,loc_18E2A,
018E48,loc_18E48,
018E7A,loc_18E7A,
018E88,loc_18E88,
018E96,loc_18E96,
018EA8,locret_18EA8,
018EAA,loc_18EAA,
018EB4,loc_18EB4,
018EC0,loc_18EC0,
018F38,loc_18F38,
018F58,loc_18F58,
018F5C,loc_18F5C,
018F7E,loc_18F7E,
018F9C,loc_18F9C,
018FA2,loc_18FA2,
018FDC,loc_18FDC,
019008,loc_19008,
019018,BossSpikeball_SeesawYOffset,
019022,BossSpikeball_BossHitbox,
019026,BossSpikeball_BallHitbox,
01902A,BossSpikeball_Explode,
01903C,BossSpikeball_MakeFrag,
019048,BossSpikeball_Loop,
01909A,loc_1909A,
0190A0,BossSpikeball_FragSpeed,
0190B0,BossSpikeball_MoveFrag,
0190DE,Map_BSBall,Map_BSBall_internal / current_mappings_table
0190E2,fireball1,
0190E8,fireball2,
0190EE,BossSpringYard,
0190FC,BossSpringYard_Index,
019106,BossSpringYard_ObjData,
019112,BossSpringYard_Main,
019140,BossSpringYard_Loop,
019158,BossSpringYard_LoadBoss,
019190,BossSpringYard_ShipMain,
0191C0,BossSpringYard_ShipIndex,
0191CC,loc_191CC,
0191DE,loc_191DE,
0191F2,loc_191F2,
019202,loc_19202,
01923A,loc_1923A,
019248,loc_19248,
019256,locret_19256,
019258,loc_19258,
019270,loc_19270,
01928E,loc_1928E,
019294,loc_19294,
01929E,loc_1929E,
0192AE,loc_192AE,
0192E8,loc_192E8,
0192EC,loc_192EC,
0192FA,off_192FA,
019302,loc_19302,
01933C,loc_1933C,
019344,loc_19344,
019348,loc_19348,
019362,loc_19362,
019366,loc_19366,
01937C,loc_1937C,
01938E,loc_1938E,
01939C,loc_1939C,
0193B4,loc_193B4,
0193BE,loc_193BE,
0193CC,loc_193CC,
0193D0,loc_193D0,
0193E8,loc_193E8,
0193EE,loc_193EE,
019406,loc_19406,
019410,loc_19410,
01941C,loc_1941C,
019424,loc_19424,
019438,loc_19438,
019446,loc_19446,
01944A,BossSpringYard_FindBlocks,
01945A,BossSpringYard_FindLoop,
01946A,loc_1946A,
019472,locret_19472,
019474,loc_19474,
01947E,loc_1947E,
0194A8,loc_194A8,
0194AC,loc_194AC,
0194BC,loc_194BC,
0194C2,loc_194C2,
0194DA,loc_194DA,
0194E0,loc_194E0,
0194EE,loc_194EE,
0194F2,loc_194F2,
01950C,loc_1950C,
019512,loc_19512,
01951A,BossSpringYard_ShipDelete,
019520,BossSpringYard_FaceMain,
019540,BossSpringYard_FaceDelete,
019546,off_19546,
019552,loc_19552,
019556,loc_19556,
01955A,loc_1955A,
019568,off_19568,
019570,loc_19570,
019572,loc_19572,
019574,loc_19574,
01957E,loc_1957E,
019588,locret_19588,
01958A,BossSpringYard_FlameMain,
0195AA,loc_195AA,
0195B6,loc_195B6,
0195B8,BossSpringYard_FlameDelete,
0195BE,loc_195BE,
0195DA,loc_195DA,
0195F6,BossSpringYard_SpikeMain,
01961C,loc_1961C,
01964C,loc_1964C,
019652,loc_19652,
019658,loc_19658,
019688,loc_19688,
01968C,BossSpringYard_SpikeDelete,
019692,BossBlock,
0196A0,BossBlock_Index,
0196A6,BossBlock_Main,
0196B2,BossBlock_Loop,
0196BA,BossBlock_MakeBlock,
019702,BossBlock_ExitLoop,
019704,BossBlock_Action,
019712,loc_19712,
019718,loc_19718,
019746,BossBlock_Solid,
01975C,BossBlock_Display,
019762,loc_19762,
019774,BossBlock_Delete,
01977A,BossBlock_Break,
01979C,BossBlock_LoopFrag,
0197A4,BossBlock_MakeFrag,
0197AA,loc_197AA,
0197D4,loc_197D4,
0197DE,BossBlock_FragSpeed,
0197EE,BossBlock_FragPos,
0197FE,Map_BossBlock,Map_BossBlock_internal / current_mappings_table
019808,wholeblock,
019814,topleft,
01981A,topright,
019820,bottomleft,
019826,bottomright,
01982C,loc_1982C,
019832,ScrapEggman,
019840,SEgg_Index,
019846,SEgg_ObjData,
01984C,SEgg_Main,
0198F0,SEgg_Eggman,
01990E,SEgg_EggIndex,
019916,SEgg_ChkSonic,
019934,loc_19934,
01993A,SEgg_PreLeap,
019954,loc_19954,
019956,SEgg_Leap,
01996A,loc_1996A,
019976,loc_19976,
0199A2,SEgg_FindBlocks,
0199B4,SEgg_FindLoop,
0199D0,loc_199D0,
0199D4,SEgg_Switch,
0199E2,SEgg_SwIndex,
0199E6,loc_199E6,
0199FC,SEgg_SwDisplay,
019A02,Ani_SEgg,
019A10,stand,
019A14,laugh,
019A18,jump1,
019A20,intube,
019A24,running,
019A2A,jump2,
019A30,starjump,
019A34,Map_SEgg,Map_SEgg_internal / current_mappings_table
019A4A,stand,
019A5A,laugh1,
019A70,laugh2,
019A86,jump1,
019A9C,jump2,
019AB2,surprise,
019AC8,starjump,
019AEC,running1,
019B06,running2,
019B26,intube,
019B4F,cockpit,
019B60,FalseFloor,
019B6E,FFloor_Index,
019B7A,FFloor_Main,
019BAA,FFloor_MakeBlock,
019BF6,FFloor_ExitMake,
019BFC,FFloor_ChkBreak,
019C0C,FFloor_Solid,
019C36,loc_19C36,
019C60,FFloor_Solid2,
019C62,loc_19C62,
019C72,loc_19C72,
019C80,loc_19C80,
019C94,FFloor_Break,
019CB6,FFloor_LoopFrag,
019CBE,FFloor_MakeFrag,
019CC4,loc_19CC4,
019CEA,FFloor_BreakSnd,
019CFA,FFloor_FragSpeed,
019D02,FFloor_FragPos,
019D12,Map_FFloor,Map_FFloor_internal / current_mappings_table
019D1C,wholeblock,
019D22,topleft,
019D2E,topright,
019D3A,bottomleft,
019D46,bottomright,
019D52,BossFinal_Delete,
019D58,BossFinal,
019D66,BossFinal_Index,
019D74,BossFinal_ObjData,
019DB0,BossFinal_ObjData2,
019DCE,BossFinal_Main,
019DDC,BossFinal_Loop,
019DE4,BossFinal_LoadBoss,
019E20,loc_19E20,
019E3E,loc_19E3E,
019E5A,loc_19E5A,
019E6C,BossFinal_Eggman,
019E80,off_19E80,
019E90,loc_19E90,
019EA2,loc_19EA2,
019EA8,loc_19EA8,
019EC6,loc_19EC6,
019F10,loc_19F10,
019F2E,loc_19F2E,
019F48,loc_19F48,
019F50,loc_19F50,
019F6A,loc_19F6A,
019F88,loc_19F88,
019F96,loc_19F96,
019F9C,loc_19F9C,
019FA6,loc_19FA6,
019FBC,loc_19FBC,
019FD6,word_19FD6,BossFinal_CylinderPairs
019FE6,loc_19FE6,
01A000,loc_1A000,
01A00A,loc_1A00A,
01A01E,locret_1A01E,
01A020,loc_1A020,
01A02A,loc_1A02A,
01A070,loc_1A070,
01A074,loc_1A074,
01A09A,loc_1A09A,
01A0B4,loc_1A0B4,
01A0F2,loc_1A0F2,
01A110,loc_1A110,
01A112,loc_1A112,
01A124,loc_1A124,
01A142,loc_1A142,
01A15C,loc_1A15C,
01A166,loc_1A166,
01A172,loc_1A172,
01A190,locret_1A190,
01A192,loc_1A192,
01A1D0,loc_1A1D0,
01A1D4,loc_1A1D4,
01A1FC,loc_1A1FC,
01A210,loc_1A210,
01A216,loc_1A216,
01A23A,loc_1A23A,
01A248,loc_1A248,
01A260,loc_1A260,
01A264,loc_1A264,
01A280,loc_1A280,
01A28C,loc_1A28C,
01A296,loc_1A296,
01A2A6,loc_1A2A6,
01A2C6,loc_1A2C6,
01A2E4,loc_1A2E4,
01A312,loc_1A312,
01A346,loc_1A346,
01A35E,loc_1A35E,
01A376,loc_1A376,
01A38A,loc_1A38A,
01A38E,loc_1A38E,
01A3A6,loc_1A3A6,
01A3AC,loc_1A3AC,
01A3D0,loc_1A3D0,
01A3D4,Ani_FZEgg,
01A3D6,byte_1A3D6,
01A3DA,Map_FZDamaged,Map_FZDamaged_internal / current_mappings_table
01A3DE,damage1,
01A3FD,damage2,
01A41C,Map_FZLegs,Map_FZLegs_internal / current_mappings_table
01A422,extended,
01A42D,halfway,
01A43D,retracted,
01A448,EggmanCylinder_Delete,
01A44E,EggmanCylinder,
01A45C,EggmanCylinder_Index,
01A462,EggmanCylinder_PosData,
01A472,EggmanCylinder_Main,
01A4CE,loc_1A4CE,
01A4DC,loc_1A4DC,
01A4EA,loc_1A4EA,
01A514,loc_1A514,
01A524,loc_1A524,
01A550,loc_1A550,
01A55C,loc_1A55C,
01A578,loc_1A578,
01A57E,loc_1A57E,
01A590,off_1A590,
01A598,loc_1A598,
01A5B4,loc_1A5B4,
01A5D4,loc_1A5D4,
01A5E4,loc_1A5E4,
01A602,locret_1A602,
01A604,loc_1A604,
01A626,loc_1A626,
01A646,loc_1A646,
01A656,loc_1A656,
01A674,locret_1A674,
01A676,Map_EggCyl,Map_EggCyl_internal / current_mappings_table
01A68E,flat,
01A6AD,extending1,
01A6D6,extending2,
01A709,extending3,
01A746,extending4,
01A788,extendedfully,
01A7CF,controlpanel,
01A7DA,BossPlasma,
01A7E8,BossPlasma_Index,
01A7F2,BossPlasma_Main,
01A834,BossPlasma_Generator,
01A850,loc_1A850,
01A86C,loc_1A86C,
01A89A,loc_1A89A,
01A8AA,BossPlasma_MakeBalls,
01A8CA,BossPlasma_Loop,
01A954,loc_1A954,
01A95E,loc_1A95E,
01A962,loc_1A962,
01A97E,loc_1A97E,
01A982,loc_1A982,
01A9A0,BossPlasma_Index2,
01A9A6,loc_1A9A6,
01A9C0,loc_1A9C0,
01A9E6,loc_1A9E6,
01AA1C,locret_1AA1C,
01AA1E,loc_1AA1E,
01AA34,loc_1AA34,
01AA40,Ani_PLaunch,
01AA46,red,
01AA4A,redsparking,
01AA50,whitesparking,
01AA56,Map_PLaunch,Map_PLaunch_internal / current_mappings_table
01AA5E,red,
01AA64,white,
01AA6A,sparking1,
01AA70,sparking2,
01AA76,Ani_Plasma,
01AA7A,full,
01AA9C,short,
01AAA6,Map_Plasma,Map_Plasma_internal / current_mappings_table
01AABC,fuzzy1,
01AAC7,fuzzy2,
01AAD2,white1,
01AADD,white2,
01AAE8,white3,
01AAF3,white4,
01AAFE,fuzzy3,
01AB04,fuzzy4,
01AB0A,fuzzy5,
01AB15,fuzzy6,
01AB20,blank,
01AB22,Prison,
01AB52,delete,
01AB58,Pri_Index,
01AB68,Pri_Var,
01AB78,Pri_Main,
01ABC0,not02,
01ABC2,Pri_BodyMain,
01ABE0,chkopened,
01ABF6,open,
01ABFE,Pri_Switched,
01AC60,open2,
01AC62,Pri_Explosion,
01ACA0,noexplosion,
01ACA8,makeanimal,
01ACCE,loop,
01ACF8,fail,
01ACFA,Pri_Animals,
01AD2E,ispositive,
01AD38,noanimal,
01AD48,wait,
01AD4A,Pri_EndAct,
01AD54,findanimal,
01AD6A,found,
01AD6C,Ani_Pri,
01AD70,switchflash,
01AD74,Map_Pri,Map_Pri_internal / current_mappings_table
01AD82,capsule,
01ADA6,switch1,
01ADAC,broken,
01ADCB,switch2,
01ADD1,unusedthing1,
01ADDC,unusedthing2,
01ADE2,blank,
01ADE4,ReactToItem,
01AE08,notducking,
01AE16,loop,
01AE22,next,
01AE2E,sizes,
01AE76,proximity,
01AE98,outsidex,
01AE9E,withinx,
01AEB6,outsidey,
01AEBC,withiny,chktype
01AEF2,invincible,
01AEF4,React_Monitor,
01AF1E,movingdown,
01AF2E,donothing,
01AF30,React_Enemy,
01AF40,donthurtsonic,
01AF68,flagnotclear,
01AF6A,breakenemy,
01AF82,bonusokay,
01AF9C,lessthan16,
01AFC2,bouncedown,
01AFCA,bounceup,
01AFD2,points,
01AFDA,React_Caterkiller,
01AFE0,React_ChkHurt,
01AFE6,isflashing,
01AFEA,notinvincible,
01AFF4,HurtSonic,
01B01C,hasshield,
01B052,isdry,
01B060,isleft,
01B072,bugged,
01B086,sound,
01B090,norings,
01B098,KillSonic,
01B0E6,sound,
01B0EC,dontdie,
01B0F0,React_Special,
01B112,caterkiller,
01B116,yadrin,
01B130,noflip,
01B13C,loc_1B13C,
01B140,loc_1B140,
01B144,normalenemy,
01B148,D7orE1,
01B14E,SS_ShowLayout,
01B19E,loc_1B19E,
01B1C0,loc_1B1C0,
01B20C,loc_1B20C,
01B210,loc_1B210,
01B268,loc_1B268,
01B288,loc_1B288,
01B290,SS_AniWallsRings,
01B2A4,loc_1B2A4,
01B2C8,loc_1B2C8,
01B2E4,loc_1B2E4,
01B326,loc_1B326,
01B350,loc_1B350,
01B43A,SS_WaRiVramSet,
01B4BA,SS_RemoveCollectedItem,
01B4C4,loc_1B4C4,
01B4CE,locret_1B4CE,
01B4D0,SS_AniItems,
01B4DA,loc_1B4DA,
01B4E8,loc_1B4E8,
01B4EA,loc_1B4EA,
01B4F0,SS_AniIndex,
01B508,SS_AniRingSparks,
01B530,locret_1B530,
01B532,SS_AniRingData,
01B538,SS_AniBumper,
01B564,loc_1B564,
01B566,locret_1B566,
01B568,SS_AniBumpData,
01B56E,SS_Ani1Up,
01B596,locret_1B596,
01B598,SS_Ani1UpData,
01B59E,SS_AniReverse,
01B5CA,loc_1B5CA,
01B5CC,locret_1B5CC,
01B5CE,SS_AniRevData,
